"利用日/キャンセル日","利用店名・商品名","利用者","決済方法","支払区分","利用金額","手数料","支払総額","当月支払金額","翌月以降繰越金額","調整額","当月お支払日"
"2025/12/16","Ｙａｈｏｏ！ショッピング","本人*","PayPayクレジット","1回","1314","0","1314","1314","0","0","2026/1/27"
"2025/12/16","ブックファースト","本人*","PayPayクレジット","1回","1078","0","1078","1078","0","0","2026/1/27"
"2025/12/16","ヨークフーズ","本人*","PayPayクレジット","1回","676","0","676","676","0","0","2026/1/27"
"2025/12/17","ヤフー　コジマＹａｈｏｏ！店","本人*","PayPayカード","1回","11218","0","11218","11218","0","0","2026/1/27"
"2025/12/17","カスミ","本人*","PayPayクレジット","1回","3070","0","3070","3070","0","0","2026/1/27"
"2025/12/17","ｂｌｏｏｍｉｎｇｂｌｏｏｍ","本人*","PayPayクレジット","1回","859","0","859","859","0","0","2026/1/27"
"2025/12/18","Ｙａｈｏｏ！ショッピング","本人*","PayPayクレジット","1回","3930","0","3930","3930","0","0","2026/1/27"
"2025/12/18","Ｆａｒｍ　ｔｏ　ｔａｂｌｅ","家族*","PayPayクレジット","1回","2642","0","2642","2642","0","0","2026/1/27"
"2025/12/18","ｂｌｏｏｍｉｎｇｂｌｏｏｍ","本人*","PayPayクレジット","1回","2109","0","2109","2109","0","0","2026/1/27"
"2025/12/18","マクドナルドモバイルオーダ","本人*","PayPayクレジット","1回","690","0","690","690","0","0","2026/1/27"
"2025/12/18","ベーカリーパーム","家族*","PayPayクレジット","1回","260","0","260","260","0","0","2026/1/27"
"2025/12/18","セリア","家族*","PayPayクレジット","1回","110","0","110","110","0","0","2026/1/27"
"2025/12/20","リブロプラス","本人*","PayPayクレジット","1回","1419","0","1419","1419","0","0","2026/1/27"
"2025/12/20","マクドナルドモバイルオーダ","本人*","PayPayクレジット","1回","1050","0","1050","1050","0","0","2026/1/27"
"2025/12/20","ｂｌｏｏｍｉｎｇｂｌｏｏｍ","本人*","PayPayクレジット","1回","654","0","654","654","0","0","2026/1/27"
"2025/12/20","宝くじ公式サイト","本人*","PayPayカード","1回","2990","0","2990","2990","0","0","2026/1/27"
"2025/12/21","Ｙａｈｏｏ！ショッピング","本人*","PayPayクレジット","1回","7270","0","7270","7270","0","0","2026/1/27"
"2025/12/21","駅弁屋","本人*","PayPayクレジット","1回","1685","0","1685","1685","0","0","2026/1/27"
"2025/12/21","ｂｌｏｏｍｉｎｇｂｌｏｏｍ","家族*","PayPayクレジット","1回","1020","0","1020","1020","0","0","2026/1/27"
"2025/12/21","ＪＲ東海ツアーズ　東京支店","家族*","PayPayカード","1回","7480","0","7480","7480","0","0","2026/1/27"
"2025/12/22","リゾナーレ熱海","家族*","PayPayカード","1回","12000","0","12000","12000","0","0","2026/1/27"
"2025/12/22","ｂｌｏｏｍｉｎｇｂｌｏｏｍ","家族*","PayPayクレジット","1回","1545","0","1545","1545","0","0","2026/1/27"
"2025/12/22","ＪＲ　東日本","家族*","PayPayカード","1回","8800","0","8800","8800","0","0","2026/1/27"
"2025/12/22","ＦＵＪＩＦＩＬＭプリント＆ギフト","本人*","PayPayカード","1回","8800","0","8800","8800","0","0","2026/1/27"
"2025/12/23","ユニクロ","本人*","PayPayクレジット","1回","15760","0","15760","15760","0","0","2026/1/27"
"2025/12/23","チヨダ","本人*","PayPayクレジット","1回","2871","0","2871","2871","0","0","2026/1/27"
"2025/12/23","ｂｌｏｏｍｉｎｇｂｌｏｏｍ","本人*","PayPayクレジット","1回","2171","0","2171","2171","0","0","2026/1/27"
"2025/12/23","リブロプラス","本人*","PayPayクレジット","1回","1078","0","1078","1078","0","0","2026/1/27"
"2025/12/23","パン工房ファイン","家族*","PayPayクレジット","1回","140","0","140","140","0","0","2026/1/27"
"2025/12/23","ＪＴＢＪＢＩ　ホテルメトロエドモント","本人*","PayPayカード","1回","57800","0","57800","57800","0","0","2026/1/27"
"2025/12/24","タイレストラン　メナムのほ","家族*","PayPayクレジット","1回","1100","0","1100","1100","0","0","2026/1/27"
"2025/12/25","アカチャンホンポ","家族*","PayPayクレジット","1回","1760","0","1760","1760","0","0","2026/1/27"
"2025/12/25","こうのすやつけしん","家族*","PayPayクレジット","1回","637","0","637","637","0","0","2026/1/27"
"2025/12/25","ｂｌｏｏｍｉｎｇｂｌｏｏｍ","家族*","PayPayクレジット","1回","602","0","602","602","0","0","2026/1/27"
"2025/12/25","ファミリーマート","本人*","PayPayクレジット","1回","270","0","270","270","0","0","2026/1/27"
"2025/12/26","ｂｌｏｏｍｉｎｇｂｌｏｏｍ","本人*","PayPayクレジット","1回","2849","0","2849","2849","0","0","2026/1/27"
"2025/12/26","ｂｌｏｏｍｉｎｇｂｌｏｏｍ","本人*","PayPayクレジット","1回","826","0","826","826","0","0","2026/1/27"
"2025/12/26","あしたるんるん","家族*","PayPayカード","1回","2999","0","2999","2999","0","0","2026/1/27"
"2025/12/27","マツモトキヨシ","本人*","PayPayクレジット","1回","2876","0","2876","2876","0","0","2026/1/27"
"2025/12/27","マクドナルドモバイルオーダ","本人*","PayPayクレジット","1回","1220","0","1220","1220","0","0","2026/1/27"
"2025/12/28","マクドナルドモバイルオーダ","本人*","PayPayクレジット","1回","1440","0","1440","1440","0","0","2026/1/27"
"2025/12/28","マツモトキヨシ","家族*","PayPayクレジット","1回","1038","0","1038","1038","0","0","2026/1/27"
"2025/12/28","カスミ","家族*","PayPayクレジット","1回","720","0","720","720","0","0","2026/1/27"
"2025/12/29","サンドラッググループ","本人*","PayPayクレジット","1回","1188","0","1188","1188","0","0","2026/1/27"
"2025/12/29","ＮｅｗＤａｙｓ","本人*","PayPayクレジット","1回","738","0","738","738","0","0","2026/1/27"
"2025/12/29","ＮｅｗＤａｙｓ","家族*","PayPayクレジット","1回","324","0","324","324","0","0","2026/1/27"
"2025/12/30","ケーズデンキ","本人*","PayPayクレジット","1回","2398","0","2398","2398","0","0","2026/1/27"
"2025/12/30","イオンリテール","本人*","PayPayクレジット","1回","2000","0","2000","2000","0","0","2026/1/27"
"2025/12/30","イオンリテールＳＭ","家族*","タッチ決済","1回","1244","0","1244","1244","0","0","2026/1/27"
"2025/12/30","イオンリテール","家族*","タッチ決済","1回","1176","0","1176","1176","0","0","2026/1/27"
